timestamp,open,high,low,close
2026-01-01 00:00:00,1.100067335962129,1.100116883091154,1.100006657649903,1.1000745071229519
2026-01-01 00:01:00,1.1000521346825891,1.1000991088886145,1.1000232175314708,1.1000537674777762
2026-01-01 00:02:00,1.1001541355024205,1.1003304850757543,1.1000911826523867,1.1001509207584912
2026-01-01 00:03:00,1.1004267183100347,1.1004123842561226,1.1003683334322578,1.1003793752369524
2026-01-01 00:04:00,1.1003068913653196,1.100417535138926,1.1002245343775976,1.1003442522307438
2026-01-01 00:05:00,1.100266814337626,1.1004365548991093,1.1002320274714874,1.1003091316872016
2026-01-01 00:06:00,1.1006078445966347,1.1006508618746327,1.1004459315597508,1.1005460136095275
2026-01-01 00:07:00,1.1006379965818065,1.100709906301009,1.1005829616116658,1.1006611288189005
2026-01-01 00:08:00,1.1005275558933316,1.1006641309932075,1.1005059449397607,1.1005907076610104
2026-01-01 00:09:00,1.1006478351704434,1.1006862446312822,1.100590232205714,1.1006720916675483
2026-01-01 00:10:00,1.1005860763768642,1.1007624111943906,1.1005103853758258,1.1006025790136265
2026-01-01 00:11:00,1.100610467686977,1.1006060743319412,1.1004475785569146,1.1005327195505907
2026-01-01 00:12:00,1.1006152552019446,1.1005698922568157,1.1004374341505039,1.1005690138913258
2026-01-01 00:13:00,1.1003393978854585,1.1003057901863231,1.1002354267568197,1.100282021854627
2026-01-01 00:14:00,1.1000642828618674,1.1000309450867953,1.0999409853205497,1.1000232841797501
2026-01-01 00:15:00,1.0999862532339446,1.0999901174061582,1.0999347868663076,1.099938941050364
2026-01-01 00:16:00,1.0997526122759849,1.0999974913328856,1.099679647097694,1.0997870163823138
2026-01-01 00:17:00,1.0998242233744355,1.1000383712732567,1.0997883216882907,1.0998341534822031
2026-01-01 00:18:00,1.0996484541052238,1.099713482370795,1.0996264691449757,1.099697949870875
2026-01-01 00:19:00,1.0994755799141476,1.0995259190421867,1.0993066518308352,1.0994861043156745
2026-01-01 00:20:00,1.0997401568805596,1.0997117424060006,1.099551467484771,1.0997059516310128
2026-01-01 00:21:00,1.0996788143501806,1.0997455968660124,1.0996116754433043,1.0996720851859398
2026-01-01 00:22:00,1.099747788457591,1.0997008068647378,1.099546113746166,1.099682214416643
2026-01-01 00:23:00,1.0994114313990997,1.0996284416649305,1.0994620230536987,1.099468502188711
2026-01-01 00:24:00,1.0994118566975672,1.0996145534298376,1.099310301030595,1.0993868447800323
2026-01-01 00:25:00,1.0993410680283953,1.099526934368331,1.0992557111389585,1.0994034831684887
2026-01-01 00:26:00,1.099235542955334,1.09933403076026,1.0992062842636958,1.0992308341318753
2026-01-01 00:27:00,1.099324205505755,1.0993312147550658,1.0992616701174758,1.0992871888346272
2026-01-01 00:28:00,1.0991863679027982,1.0993259006036247,1.0990266308353218,1.0991970930311394
2026-01-01 00:29:00,1.0991808952988749,1.0991547898685967,1.0991450256160984,1.0991533389686705
2026-01-01 00:30:00,1.0990150963600944,1.099186696556439,1.0989807406583798,1.099063082976836
2026-01-01 00:31:00,1.0992577402056025,1.099466358540588,1.0992463613617556,1.0993409247045123
2026-01-01 00:32:00,1.099366751601926,1.0994120001834802,1.0992884636142297,1.0993389001208016
2026-01-01 00:33:00,1.0992674439931622,1.09923408697718,1.099126113571962,1.0991802434814584
2026-01-01 00:34:00,1.0992538229712652,1.0993751986423907,1.099105943061379,1.0993036252182737
2026-01-01 00:35:00,1.0991816083797834,1.0993599348608363,1.0990709771609777,1.099120498670778
2026-01-01 00:36:00,1.0991539993804695,1.0993703376995323,1.0991213937229234,1.0991518282100288
2026-01-01 00:37:00,1.0987910931153622,1.0989265492257472,1.0988265847947278,1.0988578776914468
2026-01-01 00:38:00,1.0986020745190443,1.0988210382833932,1.0985967941484143,1.098658649784112
2026-01-01 00:39:00,1.0986889682081604,1.0987264957884684,1.098489611328391,1.0986881789694924
2026-01-01 00:40:00,1.0987787258420956,1.0988488585381055,1.0987865960363077,1.0987989489564918
2026-01-01 00:41:00,1.0987590085498324,1.0989938812818347,1.0988029810197548,1.0988246541986704
2026-01-01 00:42:00,1.0987226049922507,1.0988243455328508,1.0987813847750116,1.098807306956312
2026-01-01 00:43:00,1.0987198054355773,1.0988434237610074,1.0987497029252828,1.0987621414019737
2026-01-01 00:44:00,1.098550053553835,1.0986231689849077,1.0984575337273836,1.0985403631034185
2026-01-01 00:45:00,1.098432066434529,1.0985394945221996,1.0984203666162846,1.0984323864721592
2026-01-01 00:46:00,1.0983382287586403,1.0985707392916169,1.098318209422882,1.0983632906565153
2026-01-01 00:47:00,1.0985319533501627,1.0985240624768486,1.0985008903840907,1.0985218589904482
2026-01-01 00:48:00,1.0986254030698765,1.0986855878843629,1.098527647540483,1.0985734017338835
2026-01-01 00:49:00,1.0983286520361006,1.0983276136068103,1.0982655709496443,1.098308945710579
2026-01-01 00:50:00,1.098351492872419,1.0984304646704885,1.0981803686377638,1.0983575583059884
2026-01-01 00:51:00,1.098346199564259,1.0983349125106885,1.0982361089480863,1.0982997959639258
2026-01-01 00:52:00,1.0981502651487691,1.0982324236870753,1.0981311561793137,1.09819825766388
